Filename From Zip,Source URL,Post Date/Time,Username,Followers,Engagement Rate,Like Count,Comment Count,Location,Post Type,Caption,Hashtags,Mentions,Image/Video URL
dr.1-CHWm1cYpdbc.jpg,https://www.instagram.com/p/CHWm1cYpdbc,11/9/2020,dr.1,125,0.128,15,1,,image,"#envpsy #envpsyw3 food environment: with grocery delivery services like the sustainable @imperfectfoods, the food environment need not be limited to the locale, when possible","envpsy, envpsyw3",imperfectfoods,https://instagram.fver2-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/124031654_117419786678882_4219534413536252280_n.jpg?_nc_ht=instagram.fver2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=8EWG0nkN-xYAX9H4jAA&tp=1&oh=a29675c3e0eeda209d4caa8bda3b0910&oe=5FFAD6B9
kjl736-CHYpgHcB8sR.jpg,https://www.instagram.com/p/CHYpgHcB8sR,11/9/2020,kjl736,17,0.3529,4,2,,image,"Alternatives to cities: suburbs. I live in a suburb of NYC in northern NJ. The neighborhood is not super pedestrian friendly -- half of the block, including my house, doesn't have sidewalks and I need to drive everywhere. The house is also set far back from the street and hidden from the other houses by shrubs so I rarely talk to the neighbors. #envpsy #envpsyw3","envpsy, envpsyw3",,https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/124581766_652735508747595_1033930775631726423_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=TgSvb4WJPiQAX9aFuRs&tp=1&oh=0d4f0cb6f8eca81d703ba02e124cecf2&oe=5FFC8342
nab.ihaz-CHR_pJSFM7D.jpg,https://www.instagram.com/p/CHR_pJSFM7D,11/7/2020,nab.ihaz,11,0.7273,4,4,,image,"Environmental Cognition: The War Memorial at Lyon and McFaddin hall is a great example of a clear transition into a district (in this case, West Campus). Not only is the memorial historic, it also has a unifying element with the surrounding Gothic residential dorms and provides residents with a space to sit and convene #envpsyw3",envpsyw3,,https://scontent-cdt1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/123962788_815998155867399_7033351320966630059_n.jpg?_nc_ht=scontent-cdt1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=QQaeniOvKPYAX8yt-kE&tp=1&oh=70c7036aba3c6fcf9a651b2dfb2d7cf7&oe=5FFD75E3
nab.ihaz-CHR_pJSFM7D.jpg,https://www.instagram.com/p/CHR_pJSFM7D,11/7/2020,nab.ihaz,11,0.7273,4,4,,image,"Environmental Cognition: The War Memorial at Lyon and McFaddin hall is a great example of a clear transition into a district (in this case, West Campus). Not only is the memorial historic, it also has a unifying element with the surrounding Gothic residential dorms and provides residents with a space to sit and convene #envpsyw3",envpsyw3,,https://scontent-cdg2-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/123864989_455799092052924_3241145340640791818_n.jpg?_nc_ht=scontent-cdg2-1.cdninstagram.com&_nc_cat=100&_nc_ohc=8qb7WXUYMN8AX_OK0Gl&tp=1&oh=5fbff99ceb6eacd4f7ddd5cfb857e181&oe=5FFD1503
nab.ihaz-CHR_pJSFM7D.jpg,https://www.instagram.com/p/CHR_pJSFM7D,11/7/2020,nab.ihaz,11,0.7273,4,4,,image,"Environmental Cognition: The War Memorial at Lyon and McFaddin hall is a great example of a clear transition into a district (in this case, West Campus). Not only is the memorial historic, it also has a unifying element with the surrounding Gothic residential dorms and provides residents with a space to sit and convene #envpsyw3",envpsyw3,,https://scontent-cdt1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/123827729_811706389644219_6210402412310663233_n.jpg?_nc_ht=scontent-cdt1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=PK6TXeLvKa4AX9lUw1l&tp=1&oh=caf6d04bad0ddf99735a3f0a4cce15f2&oe=5FFAB794
juliagoonzales-CHZdUFcFDp1.jpg,https://www.instagram.com/p/CHZdUFcFDp1,11/10/2020,juliagoonzales,82,0.122,10,0,,image,"#envpsy #envpsyw3 
Natural elements draw people in, and can make urban spaces better community interaction.","envpsy, envpsyw3",,https://instagram.fcgh3-1.fna.fbcdn.net/v/t51.2885-15/e35/124111152_128707532342521_1723316922248040170_n.jpg?_nc_ht=instagram.fcgh3-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=3LwbNOgh3HgAX-hOixm&tp=1&oh=618ad1269fffb73befc85c55b540a9a4&oe=5FFADFDD
allisonparky-CHs-EsUAB_9.jpg,https://www.instagram.com/p/CHs-EsUAB_9,11/17/2020,allisonparky,114,0.1053,11,1,,image,"This is an example of good interior environmental cognition. Grocery stores have signage all over the place to assist in each individual’s shopping experience. The signage is often very comprehensible, as well as consecutive, and reduces stress in an otherwise overwhelming environment. #envpsy #envpsyw3","envpsy, envpsyw3",,https://instagram.flim1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/125913279_205513874466794_7692875977677415355_n.jpg?_nc_ht=instagram.flim1-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=-YQZ2AOYcT8AX8HowlV&tp=1&oh=05640ee00399143d5c81f8fa83b46e7a&oe=5FFA7B90
seanzhangkx_dea1500-CHVoSJnhfGP.jpg,https://www.instagram.com/p/CHVoSJnhfGP,11/8/2020,seanzhangkx_dea1500,7,1,3,4,"Shanghai, China",image,"These are photos taken in a district in Shanghai. This district has a mix of buildings for resident and commercials. People are living on the second floor and there are shops on the first floor. This demonstrates one of the concept in new urbanism, dirty zoning. #envpsyw3 #envpsy","envpsyw3, envpsy",,https://instagram.famm9-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/124473335_2677687249165491_2732520494796696657_n.jpg?_nc_ht=instagram.famm9-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=5p_lX-VcB6sAX-pbmDp&tp=1&oh=0ab51cd44ae16fa10fb9a1bc9a507409&oe=5FFCE0F8
seanzhangkx_dea1500-CHVoSJnhfGP.jpg,https://www.instagram.com/p/CHVoSJnhfGP,11/8/2020,seanzhangkx_dea1500,7,1,3,4,"Shanghai, China",image,"These are photos taken in a district in Shanghai. This district has a mix of buildings for resident and commercials. People are living on the second floor and there are shops on the first floor. This demonstrates one of the concept in new urbanism, dirty zoning. #envpsyw3 #envpsy","envpsyw3, envpsy",,https://instagram.famm9-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/123822101_373005520579062_6876548424314456356_n.jpg?_nc_ht=instagram.famm9-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=aU4UZF2uIQsAX9oQ3B3&tp=1&oh=36ce315905d44732382fae79a5c2736b&oe=5FFC8D54
seanzhangkx_dea1500-CHVoSJnhfGP.jpg,https://www.instagram.com/p/CHVoSJnhfGP,11/8/2020,seanzhangkx_dea1500,7,1,3,4,"Shanghai, China",image,"These are photos taken in a district in Shanghai. This district has a mix of buildings for resident and commercials. People are living on the second floor and there are shops on the first floor. This demonstrates one of the concept in new urbanism, dirty zoning. #envpsyw3 #envpsy","envpsyw3, envpsy",,https://instagram.famm9-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/123848435_690491451862885_8690588004749972680_n.jpg?_nc_ht=instagram.famm9-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=CEWZwMhG36QAX8-88lY&tp=1&oh=6f845264f9c351e44655d0f9da4c9531&oe=5FFC8EE6
anibmab98-CHZMl2Bgx0U.jpg,https://www.instagram.com/p/CHZMl2Bgx0U,11/10/2020,anibmab98,28,0.2857,7,1,Xi'an City,image,"This illustrated the idea of mixed land use. I took this when I travelled to Xi’an last week. The pagoda in the middle is a historical attraction. Next to the pagoda, there is a leisure park for citizens and tourists to walk around and relax. The mall in the front is constructed lately and it serves as one major business center in the city. #envpsy #envpsyw3","envpsy, envpsyw3",,https://instagram.fntr5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/124416661_828109977980282_652725177790086438_n.jpg?_nc_ht=instagram.fntr5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=KXyyfXV695sAX9bbMx6&tp=1&oh=e019f5c559cfea05a9c1b4933cf8809e&oe=5FFBF4FE
