Filename From Zip,Source URL,Post Date/Time,Username,Followers,Engagement Rate,Like Count,Comment Count,Location,Post Type,Caption,Hashtags,Mentions,Image/Video URL
itsalex.hey_how_are_ya-CGi7uPBDaRh.jpg,https://www.instagram.com/p/CGi7uPBDaRh,10/20/2020,itsalex.hey_how_are_ya,18,0.2222,0,4,,image,This is an example of Defensible space. The room is only assessable to students and provides a safe work environment,,,https://instagram.fbkk12-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/122095367_354304355782798_1780830931237350168_n.jpg?_nc_ht=instagram.fbkk12-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=Di3ToZLnR3IAX87U7La&tp=1&oh=8105eb797352333f5d90a4eb74f1b23e&oe=5FFE402C
dr.1-CGyXUZLJMNV.jpg,https://www.instagram.com/p/CGyXUZLJMNV,10/26/2020,dr.1,125,0.224,23,5,,image,"#envpsy #envpsyw1 environmental cognition: as an individual unaccustomed to the vibrant contrasts of autumn, these leaves are particularly salient","envpsy, envpsyw1",,https://instagram.fvvc1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/122405308_634495577169130_6196683556864089829_n.jpg?_nc_ht=instagram.fvvc1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=ErirSCJDwAQAX98xx7n&tp=1&oh=b5ea313f2ad361cd44989e739533431a&oe=5FFB405C
dr.1-CGyXUZLJMNV.jpg,https://www.instagram.com/p/CGyXUZLJMNV,10/26/2020,dr.1,125,0.224,23,5,,image,"#envpsy #envpsyw1 environmental cognition: as an individual unaccustomed to the vibrant contrasts of autumn, these leaves are particularly salient","envpsy, envpsyw1",,https://instagram.fvvc1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/122370488_270625314277072_3841034101352060228_n.jpg?_nc_ht=instagram.fvvc1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=5czNj1OmneUAX8pFxHr&tp=1&oh=08c3c1e3d2330ff937fccba45625f6a9&oe=5FFC17BE
dea_1500-CGvzicOHe8Q.jpg,https://www.instagram.com/p/CGvzicOHe8Q,10/25/2020,dea_1500,7,1.5714,5,6,,image,"Where I work is related to the HER process of environmental stress. I actually prefer to work in my dorm room because I am unable to control the noise in the lounge. Often times, small groups of students will be talking loudly and I get distracted. Other times someone plays a piano. I’m unable to focus on my work due to lack of control over the noise, get frustrated and have move back to my room where I can control the noise levels.
#envpsy #envpsyw1","envpsy, envpsyw1",,https://scontent-gru1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/122414949_171316704613849_3817394465968314902_n.jpg?_nc_ht=scontent-gru1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=UXskamuX6roAX_O2ytG&tp=1&oh=b65f25d3b7fab72a6b09c579f1a5ff5f&oe=5FFAEFF8
hercuratedcorner-CGytw7gsf5I.jpg,https://www.instagram.com/p/CGytw7gsf5I,10/26/2020,hercuratedcorner,6,1.5,5,4,Ithaca Farmers Market,image,"#envpsy #envpsyw1 An example of environmental stress. Though the Ithaca Farmer’s Market is beautiful and offers visitors a lovely spot in which to shop and enjoy local foods, crafts, and scenery, it also overwhelms the senses with crowds of people. Visual and auditory stimuli are high in this environment and lead to stress if an individual is exposed for extended periods of time.","envpsy, envpsyw1",,https://scontent-cdt1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/122762616_864824590992579_1361499589529195874_n.jpg?_nc_ht=scontent-cdt1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=owAoYF5rcbgAX851mPH&tp=1&oh=4f127aa6e36e0c3ec65d32c8a3e2cb60&oe=5FFC3A78
seanzhangkx_dea1500-CGzsIHIDiaH.jpg,https://www.instagram.com/p/CGzsIHIDiaH,10/26/2020,seanzhangkx_dea1500,7,0.8571,5,1,,image,"My work station is right next to the window. From the window, there is a field and a parking lot, which get noisy especially in the afternoon when people coming to play soccer. Even if I closed the window I can still hear noise from outside. This is related to the HER Process of environmental stress because I can hardly control the the level of noise while working, which add stress and distract me from my work. #envpsyw1 #envpsy","envpsyw1, envpsy",,https://instagram.fruh4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/122599080_639226520084610_9009686596832513754_n.jpg?_nc_ht=instagram.fruh4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=2DO61VcbeJYAX-XvDTl&tp=1&oh=589bacb831287438cceef3777c8f37b2&oe=5FFA8D32
seanzhangkx_dea1500-CGzsIHIDiaH.jpg,https://www.instagram.com/p/CGzsIHIDiaH,10/26/2020,seanzhangkx_dea1500,7,0.8571,5,1,,image,"My work station is right next to the window. From the window, there is a field and a parking lot, which get noisy especially in the afternoon when people coming to play soccer. Even if I closed the window I can still hear noise from outside. This is related to the HER Process of environmental stress because I can hardly control the the level of noise while working, which add stress and distract me from my work. #envpsyw1 #envpsy","envpsyw1, envpsy",,https://instagram.fruh4-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/122901151_386419369407757_3404920429792278974_n.jpg?_nc_ht=instagram.fruh4-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=zN8DJgRTAJoAX-yGzAH&tp=1&oh=9ec1fb57e1ec63ed70dc0a4745fe823d&oe=5FFD719E
seanzhangkx_dea1500-CGzsIHIDiaH.jpg,https://www.instagram.com/p/CGzsIHIDiaH,10/26/2020,seanzhangkx_dea1500,7,0.8571,5,1,,image,"My work station is right next to the window. From the window, there is a field and a parking lot, which get noisy especially in the afternoon when people coming to play soccer. Even if I closed the window I can still hear noise from outside. This is related to the HER Process of environmental stress because I can hardly control the the level of noise while working, which add stress and distract me from my work. #envpsyw1 #envpsy","envpsyw1, envpsy",,https://instagram.fruh4-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/122736744_183343849950100_7009635034624964748_n.jpg?_nc_ht=instagram.fruh4-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=psqz0TZX-QUAX-cuh44&tp=1&oh=2e54fa8e143a97d723c61fbf46abc7aa&oe=5FFB9534
lynn.7897-CGzqIcAHxVw.jpg,https://www.instagram.com/p/CGzqIcAHxVw,10/26/2020,lynn.7897,2,2.5,4,1,,image,"(Environmental stress) (This picture depicts a construction site) Environment stress is related to the need for environmental mastery. Construction down the road and road noise from my window are forms of environmental stress as noise makes it difficult to focus. I am more annoyed by construction noises which I cannot control than other forms of noise that I can control, such as alarm clocks. #envpsy #envpsyw1","envpsy, envpsyw1",,https://instagram.fbog11-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/122480378_649136045771914_5591105934477369550_n.jpg?_nc_ht=instagram.fbog11-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=9I4nDRyOMCsAX8fskH7&tp=1&oh=2100918f9b0625b412cbeb4fe6faded9&oe=5FFE1D01
dea1500sm-CGxbIlfhajX.jpg,https://www.instagram.com/p/CGxbIlfhajX,10/25/2020,dea1500sm,6,1.1667,4,3,,image,"Environmental stress means there are too many things to deal with and you don’t have the ability to respond to all them. Living in the modern city, there is too much stimulation and we experience information overload. We develop strategies to lower stress, but it has costs for coping. Like less time for social inputs and redefine the boundary of social interaction.
The picture shows that there are no ticket sellers for the subway anymore, instead replaced by scanning automatic gate and ticket vendors.
#envpsy, #envpsyw1","envpsy, envpsyw1",,https://instagram.famm9-1.fna.fbcdn.net/v/t51.2885-15/e35/121816082_797432277776242_2977505331462991590_n.jpg?_nc_ht=instagram.famm9-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=42tAkoCNiF4AX-UEB88&tp=1&oh=b82d461ea7934b7bab45a2e7c90fb91a&oe=5FFB1408
