Filename From Zip,Source URL,Post Date/Time,Username,Followers,Engagement Rate,Like Count,Comment Count,Location,Post Type,Caption,Hashtags,Mentions,Image/Video URL
dr.1-CIM5DUepRFC.jpg,https://www.instagram.com/p/CIM5DUepRFC,11/30/2020,dr.1,125,0.272,28,6,,image,#envpsy #envpsyw6 Territory: this human is surveilling an area he has claimed in a public space,"envpsy, envpsyw6",,https://instagram.fgdl3-1.fna.fbcdn.net/v/t51.2885-15/e35/127868016_861264194688011_9214018774962928796_n.jpg?_nc_ht=instagram.fgdl3-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=KnF9tD4we5AAX-KGokj&tp=1&oh=e569c5ef42ae76cd3c1b457a71235994&oe=5FFC25E6
emilyp_dea1500-CIO8XU3hOAJ.jpg,https://www.instagram.com/p/CIO8XU3hOAJ,11/30/2020,emilyp_dea1500,29,0.8276,16,8,,image,the environmental process here is anthropometrics and biomechanics. my back and shoulders are not built to easily carry a cat around but when i am in this environment the cat requires that she perched on me. doing this for an extended period of time could hurt my back and neck as i’m required to be uncomfortably forward and rigid when i walk around. the best solution would be to not have it be a requirement that the cat is on my back but that seems a bit unrealistic to her. #envpsy #envpsyw6,"envpsy, envpsyw6",,https://instagram.fcgh28-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/128554471_192393245757669_8565827586486181631_n.jpg?_nc_ht=instagram.fcgh28-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=GHSfdEjVoNMAX-IcwW5&tp=1&oh=bca07ddde395401f767771f00b59dbb8&oe=5FFB3616
debbiejung1500-CIN8gQrB1up.jpg,https://www.instagram.com/p/CIN8gQrB1up,11/30/2020,debbiejung1500,16,1,6,10,College of Human Ecology at Cornell,image,"HER Process: Territoriality
#envypsy #envpsyw6 

There are little workstations set up at the HumEc building that show how much space students get to themselves to help maintain social distancing. This physical marker makes boundaries clear and gives individuals a good sense of territoriality.","envypsy, envpsyw6",,https://instagram.fskg1-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/128240473_288156072615618_8210542491321614320_n.jpg?_nc_ht=instagram.fskg1-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=udDAsxvLE-AAX-bYwb3&tp=1&oh=4db401e6afa46c142e80bbdbf40d94ce&oe=5FFBD18B
debbiejung1500-CIN8gQrB1up.jpg,https://www.instagram.com/p/CIN8gQrB1up,11/30/2020,debbiejung1500,16,1,6,10,College of Human Ecology at Cornell,image,"HER Process: Territoriality
#envypsy #envpsyw6 

There are little workstations set up at the HumEc building that show how much space students get to themselves to help maintain social distancing. This physical marker makes boundaries clear and gives individuals a good sense of territoriality.","envypsy, envpsyw6",,https://instagram.fskg1-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/128155064_1045656419284505_5234785981138334255_n.jpg?_nc_ht=instagram.fskg1-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=xiCnze1awssAX9uPNb2&tp=1&oh=f002f096fb46849e03c5af06a75fc04f&oe=5FFD5ED9
vsieben7-CIPFzqAjSd9.jpg,https://www.instagram.com/p/CIPFzqAjSd9,12/1/2020,vsieben7,33,0.1515,4,1,,image,#envpsyw6 #envpsy this is an example of group territoriality. This is a well defined space between two main sections of the building that allows people to interact with each other,"envpsyw6, envpsy",,https://instagram.fmvd3-1.fna.fbcdn.net/v/t51.2885-15/e35/128340630_109778120884263_7168970314779737094_n.jpg?_nc_ht=instagram.fmvd3-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=VKRGcR7QF2wAX-2Chhv&tp=1&oh=abd8c9166fd1c5b357452ed9b1b9ab7d&oe=5FFC4D20
dea_2020_project_-CIOMJlogcVc.jpg,https://www.instagram.com/p/CIOMJlogcVc,11/30/2020,dea_2020_project_,4,1.5,2,4,,image,The seating areas in front of the Human Ecology Building relates to the HER Process small group ecology. The placement of furniture suggests that most people will do solitary work in the space. The fixed nature of the space limits the human interaction that will likely take place there. This is because most tables only have one chair beside them and the chairs are heavy making it difficult to adapt the configuration. #envpsy #envpsyw6,"envpsy, envpsyw6",,https://instagram.fpbc1-1.fna.fbcdn.net/v/t51.2885-15/e35/128408262_807226283174664_4024353394546652681_n.jpg?_nc_ht=instagram.fpbc1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=NRYuLsOpDCIAX-so4FR&tp=1&oh=07140d91611ce7501d6fb51a4c8a16a7&oe=5FFB2896
itsalex.hey_how_are_ya-CIRqJXIngq7.jpg,https://www.instagram.com/p/CIRqJXIngq7,12/2/2020,itsalex.hey_how_are_ya,18,0.2222,3,1,,image,"HER Process: Seating Arrangement. As we discussed last class, where you sit can often determine your interaction and the perception of others. In the instance of side sitting, it is often presumed that a pair is romantically involved. In this photo, I have used my dog to illustrate how proximity can affect perception. Additionally, I have attached photos from Larry David’s show, Curb Your Enthusiasm, in which he runs into some trouble due to his seating choices. #envpsy #envpsyw6","envpsy, envpsyw6",,https://scontent-qro1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/128569619_426434098388188_5083932988553719234_n.jpg?_nc_ht=scontent-qro1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=Ur6KSkEhoioAX-zNqoq&tp=1&oh=555568c59772293cfcdc655c07b05f76&oe=5FFBB4D4
itsalex.hey_how_are_ya-CIRqJXIngq7.jpg,https://www.instagram.com/p/CIRqJXIngq7,12/2/2020,itsalex.hey_how_are_ya,18,0.2222,3,1,,image,"HER Process: Seating Arrangement. As we discussed last class, where you sit can often determine your interaction and the perception of others. In the instance of side sitting, it is often presumed that a pair is romantically involved. In this photo, I have used my dog to illustrate how proximity can affect perception. Additionally, I have attached photos from Larry David’s show, Curb Your Enthusiasm, in which he runs into some trouble due to his seating choices. #envpsy #envpsyw6","envpsy, envpsyw6",,https://scontent-qro1-1.cdninstagram.com/v/t51.2885-15/e35/128847799_179442353905184_7576533882957594135_n.jpg?_nc_ht=scontent-qro1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=03JUtXibtmEAX97gm0v&tp=1&oh=dac4c06adf175cfe4a499571505b83db&oe=5FFE1241
bendea1500-CIPepqABgpZ.jpg,https://www.instagram.com/p/CIPepqABgpZ,12/1/2020,bendea1500,2,0,0,0,,image,This couch represents small group ecology because its small size physically allows for social interaction and communication.  #envpsy #envpsyw6,"envpsy, envpsyw6",,https://instagram.fuio1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/128181789_401376671296574_4201495426993770623_n.jpg?_nc_ht=instagram.fuio1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=w_B-odGEueoAX8g7g41&tp=1&oh=d15b78947ad55f15560d1be2e13d57aa&oe=5FFE27EE
itsalex.hey_how_are_ya-CIRqJXIngq7.jpg,https://www.instagram.com/p/CIRqJXIngq7,12/2/2020,itsalex.hey_how_are_ya,18,0.2222,3,1,,image,"HER Process: Seating Arrangement. As we discussed last class, where you sit can often determine your interaction and the perception of others. In the instance of side sitting, it is often presumed that a pair is romantically involved. In this photo, I have used my dog to illustrate how proximity can affect perception. Additionally, I have attached photos from Larry David’s show, Curb Your Enthusiasm, in which he runs into some trouble due to his seating choices. #envpsy #envpsyw6","envpsy, envpsyw6",,https://scontent-qro1-1.cdninstagram.com/v/t51.2885-15/e35/128849095_132858568601892_8415977102563979018_n.jpg?_nc_ht=scontent-qro1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=sIMuWfx9giAAX_gf2PW&tp=1&oh=7c783a65a308965cabcca16c4297c477&oe=5FFDB237
