Filename From Zip,Source URL,Post Date/Time,Username,Followers,Engagement Rate,Like Count,Comment Count,Location,Post Type,Caption,Hashtags,Mentions,Image/Video URL
doreens_room-CHyRRrFr99p.jpg,https://www.instagram.com/p/CHyRRrFr99p,11/19/2020,doreens_room,4,2.5,3,7,"North Campus, Ithaca",image,#envpsy #envpsyw5 This lounge is not a good example of the HER process of homeyness because it violates the variable and mnemonic properties of McCracken’s theory.,"envpsy, envpsyw5",,https://instagram.fsap1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/125847106_128991115400403_7194709793644276231_n.jpg?_nc_ht=instagram.fsap1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=BYyeNqqFuZgAX-f2iPr&tp=1&oh=b7d39329facefe4fb57ccdcff9585f69&oe=5FFE3A4A
dr.1-CH8OkCPJQOk.jpg,https://www.instagram.com/p/CH8OkCPJQOk,11/23/2020,dr.1,125,0.24,22,8,,image,"#envpsy #envpsyw5 environmental perception: pleasant, natural, walkable public spaces like Lake Merritt are attractively perceived to motivate outdoor activity","envpsy, envpsyw5",,https://instagram.flov2-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/127250306_127354649180280_6324313429217207542_n.jpg?_nc_ht=instagram.flov2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=29uob_o7kMQAX8E-r5O&tp=1&oh=158ab4e5d74218b24ccaecc0fae0ed59&oe=5FFD72FC
emilyp_dea1500-CH89LSnBvSu.jpg,https://www.instagram.com/p/CH89LSnBvSu,11/23/2020,emilyp_dea1500,29,0.6207,9,9,,image,HER process: territoriality. my dog has a crate in my room that is always open so she can enter and leave it as she pleases. this is one of the personal territories that she has around the home. she feels comfortable and safe in here. #envpsy #envpsyw5,"envpsy, envpsyw5",,https://instagram.fcor4-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/126860353_716376769000244_2888606944177852859_n.jpg?_nc_ht=instagram.fcor4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=TAmNKLROsNYAX9mhDVd&tp=1&oh=e822bd32b6964f16f7289d1c0817f89d&oe=5FFD6B87
lizziekorn-CH8LGgRjnbO.jpg,https://www.instagram.com/p/CH8LGgRjnbO,11/23/2020,lizziekorn,4,2,4,4,,image,"#envpsy #envpsyw5 The Fuertes Observatory on North Campus reflects the HER process of Environmental Cognition, the constructive process that includes the acquisition, storage, and recall of information about the physical environment. The distinctive architecture and function of this building makes it an effective landmark that is likely to be on one’s cognitive map of Cornell.","envpsy, envpsyw5",,https://instagram.fcyw4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/127007461_191966402583325_8406747565382400863_n.jpg?_nc_ht=instagram.fcyw4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=RErIwZEVgi8AX_czUQ9&tp=1&oh=463f1349946e9ec29cfdb2c786706a78&oe=5FFD2910
dr.1-CH8OkCPJQOk.jpg,https://www.instagram.com/p/CH8OkCPJQOk,11/23/2020,dr.1,125,0.24,22,8,,image,"#envpsy #envpsyw5 environmental perception: pleasant, natural, walkable public spaces like Lake Merritt are attractively perceived to motivate outdoor activity","envpsy, envpsyw5",,https://instagram.fcai20-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/127250306_127354649180280_6324313429217207542_n.jpg?_nc_ht=instagram.fcai20-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=29uob_o7kMQAX9HqAun&tp=1&oh=05debe94698ec928e3da5c5227d67ebb&oe=5FFD72FC
dea1500ds799-CH2PPqEnIpx.jpg,https://www.instagram.com/p/CH2PPqEnIpx,11/21/2020,dea1500ds799,1,2,0,2,,image,"#envpsy #envpsyw5
an example of homeyness. warm lighting and plants add a home like atmosphere to the cafe. brown / marron color floor tiles established a sense of coherence.","envpsy, envpsyw5",,https://instagram.ftij1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/126204176_1154281421633296_2874247279207080933_n.jpg?_nc_ht=instagram.ftij1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=AyjUgYXMzw4AX_lRKeG&tp=1&oh=dfdd786570773d0c3404bd7d5ac692aa&oe=5FFC2FFF
ashmilko-CH8tJZOA86w.jpg,https://www.instagram.com/p/CH8tJZOA86w,11/23/2020,ashmilko,28,0.5,8,6,,image,"HER Process: Environmental Cognition
Paths are part of cognitive maps that create connections across the landmarks or anchor points and commonly used paths are great indicators of specific areas. This path that goes past most of the North Campus residential halls becomes a well known component and would be labeled on cognitive maps #envpsyw5 #envpsy","envpsyw5, envpsy",,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/126857662_857096241726069_7996622280731556671_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=SlNjm-4Tf2UAX8tmZjR&tp=1&oh=6eb229a3f085a7544c56a56a8e3da642&oe=5FFCD07A
brandongarcia_cornell-CH6j0fTpLHT.jpg,https://www.instagram.com/p/CH6j0fTpLHT,11/23/2020,brandongarcia_cornell,12,0.8333,5,5,,image,"Suburban design has led to an obesity epidemic because suburban roads are inconvenient and winding, preventing the suburbs from being walkable. This winding suburban street in Ithaca is a perfect example. #envpsyw5 #envpsy","envpsyw5, envpsy",,https://scontent-mxp1-1.cdninstagram.com/v/t51.2885-15/e35/126513842_135657367981982_3551662121507195535_n.jpg?_nc_ht=scontent-mxp1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=nZUc48smei8AX_dNEQ5&tp=1&oh=955ca6e8d0ad25bf368b82e912f67a76&oe=5FFA90ED
lynn.7897-CH62VW7ARwt.jpg,https://www.instagram.com/p/CH62VW7ARwt,11/23/2020,lynn.7897,2,3,3,3,,image,"#envpsyw5 #envpsy this shows the HER process of cognitive mapping. some could consider this skyline as having effective landmarks, such as the distinctive building with the red sign on top, allowing individuals to better navigate the city","envpsyw5, envpsy",,https://instagram.fsnc2-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/126911235_189546422669461_3351897058611502567_n.jpg?_nc_ht=instagram.fsnc2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=XKs4pPl6E4cAX-n7Jb1&tp=1&oh=d02e43e85a55ab0f05afcf2934662a82&oe=5FFB96B3
winfield_dea-CH6TaYJn-pT.jpg,https://www.instagram.com/p/CH6TaYJn-pT,11/22/2020,winfield_dea,10,1.2,7,5,"Las Vegas, Nevada",image,"These pictures show an example of the HER process of lighting. I'm lucky to live in a house with a lot of windows that can let in natural light, providing a source of comfort and vitamin D! I share the preference that many people have for natural light as mentioned in lecture. During the summer, natural lighting/leaving the blinds open can actually heat up a room a lot in areas like Las Vegas where it can reach 100+ degrees Fahrenheit, causing me to close the shutters in my room.

#envpsy #envpsyw5","envpsy, envpsyw5",,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/126512618_3343981259033309_4208615827203749191_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=IAQxIBDS37QAX8S5BA2&tp=1&oh=4a00d0ae5933d053bf5e5a8b47b9c251&oe=5FFAB21D
winfield_dea-CH6TaYJn-pT.jpg,https://www.instagram.com/p/CH6TaYJn-pT,11/22/2020,winfield_dea,10,1.2,7,5,"Las Vegas, Nevada",image,"These pictures show an example of the HER process of lighting. I'm lucky to live in a house with a lot of windows that can let in natural light, providing a source of comfort and vitamin D! I share the preference that many people have for natural light as mentioned in lecture. During the summer, natural lighting/leaving the blinds open can actually heat up a room a lot in areas like Las Vegas where it can reach 100+ degrees Fahrenheit, causing me to close the shutters in my room.

#envpsy #envpsyw5","envpsy, envpsyw5",,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/126745153_3387589081339120_5180489153378393255_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=iCTmGWuo3WEAX9AkNXr&tp=1&oh=0365ba32d984ad1afd9cb45beb0fd26c&oe=5FFE09CC
