Filename From Zip,Source URL,Post Date/Time,Username,Followers,Engagement Rate,Like Count,Comment Count,Location,Post Type,Caption,Hashtags,Mentions,Image/Video URL
dr.1-CHERU2oJwDD.jpg,https://www.instagram.com/p/CHERU2oJwDD,11/1/2020,dr.1,125,0.248,26,5,,image,"#envpsy #envpsyw2 my cognitive map of this area primarily precipitates from experience of paths between places of interest, helpfully situated by the intersections and landmarks encountered while moving about","envpsy, envpsyw2",,https://instagram.fmad7-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/123221518_1254644631556575_6531482216346444651_n.jpg?_nc_ht=instagram.fmad7-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=zGCvJqWcPYoAX89oRgD&tp=1&oh=6676d357beb92c92e866847a950b14b6&oe=5FFA54DF
dr.1-CHERU2oJwDD.jpg,https://www.instagram.com/p/CHERU2oJwDD,11/1/2020,dr.1,125,0.248,26,5,,image,"#envpsy #envpsyw2 my cognitive map of this area primarily precipitates from experience of paths between places of interest, helpfully situated by the intersections and landmarks encountered while moving about","envpsy, envpsyw2",,https://instagram.fmad7-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/123146195_407586846911267_4649464459134540901_n.jpg?_nc_ht=instagram.fmad7-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=7SbkO8boruAAX8hZPve&tp=1&oh=4a332e8126b8f9aa64c869339b2157fe&oe=5FFDA2B1
dr.1-CHERU2oJwDD.jpg,https://www.instagram.com/p/CHERU2oJwDD,11/1/2020,dr.1,125,0.248,26,5,,image,"#envpsy #envpsyw2 my cognitive map of this area primarily precipitates from experience of paths between places of interest, helpfully situated by the intersections and landmarks encountered while moving about","envpsy, envpsyw2",,https://instagram.fmad7-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/123209496_364937111434935_6212926952692745381_n.jpg?_nc_ht=instagram.fmad7-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=TzfV0SidlOgAX-yr82i&tp=1&oh=259eca61052690e3f30cac8fb0da23d1&oe=5FFC438E
julieh_work-CHEUhHSnGVr.jpg,https://www.instagram.com/p/CHEUhHSnGVr,11/2/2020,julieh_work,8,1.25,4,6,,image,"HER PROCESS: Environmental Cognition. This is the processes involved in acquisition, storage, and recall of info about the physical environment. Cognitive maps are key to understanding environmental cognition. For example, my cognitive map of Cornell is heavily influenced by my interests in athletics. Since I am an athlete, if I were to draw how my brain draws out Cornell, there would be a great emphasis on the sports fields and bartels. #envpsy #envpsyw2","envpsy, envpsyw2",,https://instagram.fcgk6-1.fna.fbcdn.net/v/t51.2885-15/e35/123156719_1096985484067040_2214906421154537833_n.jpg?_nc_ht=instagram.fcgk6-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=PhjJoEbQFJ8AX9N5XFU&tp=1&oh=841996a0b71cba7eb0a70e4d128a709b&oe=5FFE21AB
hercuratedcorner-CHEc1_5MU2K.jpg,https://www.instagram.com/p/CHEc1_5MU2K,11/2/2020,hercuratedcorner,6,1.3333,3,5,,image,"#envpsy #envpsyw2 This picture snapped at AD White Library illustrates paths and nodes (the intersection of paths), two key characteristics of legibility. Lynch defines legibility as the ease with which one can make sense of his/her environment. In addition to the elevated pathways, the designer of this space made another strategic choice to increase legibility by creating clearly-defined paths even on the main floor through contrasting carpet colors and patterns. The result is a space that feels comprehensible.","envpsy, envpsyw2",,https://instagram.fccp1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/123391982_389002778807925_7215533642109328443_n.jpg?_nc_ht=instagram.fccp1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=OomGN_atKIEAX-4lWSl&tp=1&oh=52eb32296f5ad188841c6e62008446dd&oe=5FFB7F58
anibmab98-CG9wJU8gdEk.jpg,https://www.instagram.com/p/CG9wJU8gdEk,10/30/2020,anibmab98,28,0.2857,5,3,Tsinghua University,image,"This illustrated the path, one element of cognitive map. This is the channel for students to walk around the campus, students will be pretty familiar with the path which connect the places they frequently visit. #envpsy #envpsyw2","envpsy, envpsyw2",,https://instagram.fscl8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/122912849_1004215776672943_4328281219774795818_n.jpg?_nc_ht=instagram.fscl8-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=jniD5_YIKNQAX-6XdYN&tp=1&oh=bf4fd17c20022b96847aae14f0369635&oe=5FFDF219
ejl_dea1500-CHGXXoRFV89.jpg,https://www.instagram.com/p/CHGXXoRFV89,11/2/2020,ejl_dea1500,0,Infinity,1,1,,image,"Pictured above is the Palisades Mall in West Nyack, New York. This location specifically relates to the HER process of environmental cognition because it serves as a local landmark for residents here, and even travelers that pass by to get to their destination. Environmental cognition is familiarity of one’s environment and the Palisades Mall helps with cognitive mapping of the area. People use the mall to locate their relative location in terms of how far their destination is from the mall, and also use it to estimate the amount of time left to reach their destination. #envpsy #envpsyw2","envpsy, envpsyw2",,https://instagram.faep9-1.fna.fbcdn.net/v/t51.2885-15/e35/123342741_740505936679155_3207103094209537140_n.jpg?_nc_ht=instagram.faep9-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=xWOjurfRxnwAX8cTYdD&tp=1&oh=da7d451c00db895a370b58e1b7d71452&oe=5FFB74A1
tatr_dea1500-CH1O5wyBFkQ.jpg,https://www.instagram.com/p/CH1O5wyBFkQ,11/20/2020,tatr_dea1500,3,0.3333,1,0,Rosewood Bangkok,image,#envpsy #envpsyw2 Lennon’s Bar in Bangkok. This is an example of personal space. The ceilings are really high here so people in the bar feel more comfortable being next to each other. It also promotes more interaction.,"envpsy, envpsyw2",,https://instagram.fcgh23-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/126802117_174986674337865_5500744952958786995_n.jpg?_nc_ht=instagram.fcgh23-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=sYxIIZt3HB4AX_y0r1H&tp=1&oh=42c9b75931d63fbdb35e33532dc8bfd9&oe=5FFBCE7A
dea1500alyssa-CHGxDe-nnDz.jpg,https://www.instagram.com/p/CHGxDe-nnDz,11/2/2020,dea1500alyssa,3,3.3333,4,6,"North Campus, Ithaca",image,"The HER process of environmental cognition manifests well in cognitive maps. I often find myself using elements of the environment to find my way around campus. Specifically, I utilize paths and can effectively memorize the path I take to my in-person classes and college town, using landmarks as reference points as well. In these two pictures I have the main paths I take from North Campus to Main Campus. The foot bridge takes me to DEA1500 discussion and ANSC1101 lecture. The auto bridge takes me to CHEM2070 lab and college town. #envpsy #envpsyw2","envpsy, envpsyw2",,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123591885_697728751180601_8724887349965905337_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Oc7EhxifGv0AX8JElG1&tp=1&oh=d3408ba9ee39e4633408f1b0a79a23e4&oe=5FFB6E11
dea1500alyssa-CHGxDe-nnDz.jpg,https://www.instagram.com/p/CHGxDe-nnDz,11/2/2020,dea1500alyssa,3,3.3333,4,6,"North Campus, Ithaca",image,"The HER process of environmental cognition manifests well in cognitive maps. I often find myself using elements of the environment to find my way around campus. Specifically, I utilize paths and can effectively memorize the path I take to my in-person classes and college town, using landmarks as reference points as well. In these two pictures I have the main paths I take from North Campus to Main Campus. The foot bridge takes me to DEA1500 discussion and ANSC1101 lecture. The auto bridge takes me to CHEM2070 lab and college town. #envpsy #envpsyw2","envpsy, envpsyw2",,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123533382_126028379026190_5097043515418981394_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=baUiLlRaXooAX8ra3qM&tp=1&oh=f7b70fa727a2cba56ef9ef8bb5aea05d&oe=5FFBB835
